fp_id,address,index,new_index,name,schedule,phone,branch_id,latitude,longitude,type,credit_point,punkt_currency,status,status_desc,schedule_detail
2878,"Карагандинская область, г. Караганды, ул. Ермекова, д. 60",100009,M01M8C7,ГОПС-9,"Будни 09:00-18:00, без перерыва,Суббота  суббота 09.00-14.00 , Воскресенье-Выходной",8(7212)431874,390,49.7928,73.089246,dep,1,0,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2881,"Карагандинская  область, г. Караганды, ул. Строителей, д. 4",100026,M01F4X7,ГОПС-26,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(7212)770335,160,49.771985,73.141736,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2882,"Карагандинская область, г. Караганды, ул. Степной-1, д. 46",100025,,ГОПС-25,"Будни 09:00-18:00, без перерыва, Суббота 09:00-14:00,Воскресенье-Выходной",8(7212)318603,,49.780365,73.150748,dep,1,1,1,,
2883,"Карагандинская область, г. Караганды, пр. Шахтёров, д. 5/1",100024,,ГОПС-24,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(721) 279-3130,365,49.773596,73.127136,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2884,"Карагандинская область, г. Караганды, мкр. 23, д. 13",100023,M02M2D7 ,ГОПС-23,"Будни 09:00 - 18:00 , Суббота 09:00-14:00, Воскресенье -выходной",8(7212)536278,,49.911304,73.079782,dep,1,0,1,,
2885,"Карагандинская область, г. Караганда, ул. Орбита 1, д. 11/2",100022,M00M2F0,ГОПС-22,"Будни 09:00 - 18:00 , Суббота 09:00-14:00, Воскресенье -выходной",8(721) 277-3214,,49.786569,73.129672,dep,1,0,1,,
2886,"Карагандинская область, г. Караганды, мкр. Мкр. 22, д. 23",100020,M02K9F4,ГОПС-20,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье выходной",8(7212)534682,179,49.902224,73.082011,dep,1,0,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2887,"Карагандинская область, г. Караганды, ул. Кривогуза, д. 23",100019,M01X4D5 ,ГОПС-19,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(7212)305034,143,49.806433,73.068369,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2888,"Карагандинская область, г. Караганды, ул. Н. Абдирова, д. 48/2",100017,M01E8M0,ГОПС-17,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(7212)512772,31,49.809275,73.10835,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
2891,"Карагандинская область, г. Караганды, ул. Орлова, д. 105/2",103602,M02B2A6,ГОПС-4,"Будни 09:00-17:00, Перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(7212)440856,,49.776573,73.091796,dep,1,0,1,,
2893,"Костанайская область, Рудненский район, г. Рудный, ул. В.Ленина, д. 52 ",111500,P16F6E1,ЦОУ Рудненского ГУПС,"понедельник-пятница 9:00-18:00, суббота 9:00-14:00, без перерыва, воскресенье - выходной.",8(71431)93519,,52.965008,63.100112,dep,1,0,1,,
2895,"Карагандинская область, г. Караганды, ул. Муканова, д. 3",802221,M02A4H1,УОДП-2 г.Караганды,"Будни 09:00-18:00, обед 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",,,49.769919,73.143553,dep,0,0,1,,
2896,"Карагандинская область, г. Караганды, мкр. 19, д. 43",802237,,УОДП-3 г.Караганды,"Будни 09:00-18:00, обед 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(721) 230-9427,,49.886708,73.198907,dep,0,0,1,,
2897,"Карагандинская область, Бухар-Жырауский район, с. Доскей, ул. Гагарина, д. 29/2",100408,,СОПС Доскей,"Будни с 09:00 -17:00, Перерыв 13:00-14:00 , суббота 09:00-14:00, воскресенье –выходной.",8(72154)24322,,49.857418,73.265067,dep,1,0,1,,
2898,"Карагандинская область, Бухар-Жырауский район, с. Кокпекты, ул. Садовая, д. 56",100411,,СОПС Кокпекты,"Будни с 09:00 -17:00, Перерыв 13:00-14:00 , Суббота 09:00-14:00, воскресенье –выходной.",8(72129)42543,,50.039598,73.222561,dep,1,0,1,,
2899,"Карагандинская область, Бухар-Жырауский район, с. Уштобе, ул. Ленинградская, д. 18",100422,M40K0B2,СОПС Уштобе,"Будни 09:00-17:00, Перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(72154)29494,,49.771278,73.238532,dep,1,0,1,,
2903,"Карагандинская область, г. Караганды, ул. Ержанова, д. 47/3",801042,M03P9T5,ППС-36,Будни 09:00 -17:00 Суббота 09:00-14:00,8(721)2305034,,49.794867,73.057701,dep,0,0,1,,
2904,"Карагандинская область, г. Караганды, ул. Гоголя, д. 34",100019,M03P9T5,ППС-20,"Будни 09:00-18:00, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(721)2305034,,49.794867,73.057701,dep,0,0,1,,
2905,"Карагандинская область, г. Караганды, ул. Бухар Жырау, д. 39",100944,M01F2G0,ППС 26,"Пон-выходной, Вт-Пт 09:00-18:00 Перерыв 13:00-14:00, Суббота 09:00-18:00, Воскресенье-Выходной",8(721)2411524,,49.808306,73.0835,dep,0,0,1,,
2909,"Карагандинская область, г. Караганды, ул. Архитектурная, д. 8",100098,M04H0E3,ППС 44 (ЦОН),Будни 09:00 -17:00 Суббота 09:00-14:00,,,49.879775,73.187895,dep,0,0,1,,
2911,"Карагандинская область, г. Караганды, ул. Прогресса, д. 1-4",100019,M02C6P3,ППС-46,"Будни 09:00-18:00, Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(7212)411607,,49.79527,73.056816,dep,0,0,1,,
2912,"Карагандинская область, Бухар-Жырауский район, с. Новоузенка, ул. Тбилисская, д. 28",100424,M40G6Y5,СОПС Новузенка,"Будни 09:00-17:00, Перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(72125)07333,,49.879125,72.996179,dep,0,0,1,,
2913,"Мангистауская область, Бейнеуский район, с. Жангельдин, ул. Анеш, д. 18 ",130104,,СОПС с.Жангельдин,"ПН-ПТ: 10.00-12.30   Суббота:10.00-11.30,  ВС-выходной",8(729) 322-3379,,45.4642,55.068923,dep,1,0,1,,
2914,"Мангистауская область, Бейнеуский район, с. Сынгырлау, ул. Дом культура, д. зд акимата",130106,,ППС с.Cынгырлау,"ПН-ПТ: 10.00-12.30   Суббота:10.00-11.30,  ВС-выходной",,,45.208348,55.399275,dep,0,0,1,,
2915,"Мангистауская область, Бейнеуский район, с. Турыш, ул. зд. Акимата",130108,,ППС с.Турыш,"Будни с 09-00 до 12-30, без перерыва, Суббота с 09-00 до 11-30, Воскресенье-Выходной",8(729) 343-1376,,45.555863,55.013908,dep,0,0,1,,
2916,"Мангистауская область, Бейнеуский район, с. Толеп, ул. Махутова, д. 5/12 ",130107,R13H3F1,ППС с.Толеп,ПН-ПТ: 10.00-12.30   Суббота:10.00-11.30    ВС-выходной,,,45.555863,55.013908,dep,0,0,1,,
2917,"Мангистауская  область, Бейнеуский район, с. Кызыласкер (Сам)д. Пустое поле! ",130105,,ППС с.Кызыласкер,ПН-ПТ: 10.00-12.30   Суббота:10.00-11.30 ВС-выходной,,,45.4642,55.068923,dep,0,0,1,,
2919,"Мангистауская область, Жанаозенский район, г. Жанаозен, мкр. Коктем, д. 18 ",130201,R10B9F1,ГОПС-1 г.Жанаозен,"Будни 09:00-18:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 344-7380,,43.33556,52.869292,dep,0,0,1,,
2920,"Мангистауская область, Жанаозенский район, с. Тенге, ул. Ж. Тобанияз, д. 1 ",130205,R10Y6P7,СОПС с.Тенге,"Будни 09:00-18:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 342-1409,,43.314894,52.85873,dep,0,0,1,,
2921,"Мангистауская область, Жанаозенский район, с. Кызылсай, ул. Здание Мадениет уй, д. Здание Мадениет уй ",130204,R10D4C4,СОПС с.Кызылсай,"Будни 09:00-17:00, перерыв 13:00-14:00 Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 342-5226,,43.453659,53.044672,dep,1,0,1,,
2922,"Мангистауская область, Жанаозенский район, г. Жанаозен, ул. Шугыла, д. 24г ",130200,R10D1H3,ЦОУ Жанаозенского ГУПС,"Будни 09:00-18:00, без перерыва,Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 343-1378,,43.178663,51.679441,dep,1,0,1,,
2923,"Мангистауская область, Жанаозенский район, г. Жанаозен, мкр. Оркен, д. 31 ",802227,R10A0A1,УОиДП Жанаозенского ГУПС,"Будни 09:00-19:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 342-5226,,43.32928,52.942832,dep,0,0,1,,
2924,"Мангистауская область, Жанаозенский район, г. Жанаозен, мкр. Шанырак (ул.Сарбопеева), д. Здание налогового комитета ",130203,,ГОПС-3 г.Жанаозен,"Будни 09:00-18:30,перерыв 13:00-14:30, Суббота, Воскресенье-Выходной",,,43.346497,52.85934,dep,0,0,1,,
2926,"Мангистауская область, Жанаозенский район, г. Жанаозен, мкр. Шанырак (мкр 1), д. Здание 46д ",130211,,ППС-4 г.Жанаозен,"Будни 09:00-18:00, перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной,",8(729) 349-2764,,43.346497,52.85934,dep,1,0,1,,
2929,"Мангистауская область, Жанаозенский район, г. Жанаозен, мкр. Шанырак (рынок Шанырак)ул Абая, д. б/н ",130297,,ППС-8 г.Жанаозен,"Будни 09:00-18:00,перерыв13:00-14:00  Суббота 09:00-14:00, Воскресенье-Выходной",,,43.346544,52.859318,dep,0,0,1,,
2931,"Кызылординская  область, Казалинский район, с. Бирлик, ул. Тауелсиздик, д. 71  ",120406,,ППС с.Бирлик,"Будни 09:00-16:30 Перерыв 12:00-15:00, Суббота 09:00-12:30, Воскресенье-Выходной",8(724) 382-5313,,45.676586,61.902884,dep,0,0,1,,
2932,"Мангистауская область, Мангистауский район, с. Акшымрау, ул. Орталык",130401,RI9A5M7,СОПС с.Акшымрау,"Понедельник -суббота 15:00-18:00, без перерыва, Воскресенье-Выходной",8(729) 314-2416,,44.819284,52.83426,dep,0,0,1,,
2933,"Мангистауская область, Мангистауский район, с. Жармыш, ул. ул Рахмет, д. б/н",130402,R19A7H7,СОПС с.Жармыш,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",,,44.857281,52.62548,dep,0,0,1,,
2934,"Мангистауская область, Мангистауский район, с. Жынгылды, ул. Жаман Матулы, д. б/н",130403,R19B1M0,СОПС с.Жынгылды,"Понедельник -суббота 15:00-18:00, без перерыва, Воскресенье-Выходной",,,44.198806,51.700219,dep,1,0,1,,
2935,"Мангистауская область, Мангистауский район, с. Онды, ул. Тулеева, д. 9 ",130405,R19B9Y8,СОПС с.Онды,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(72931)24618,,44.067529,52.43384,dep,0,0,1,,
2936,"Мангистауская область, Мангистауский район, с. Тущыкудык, ул. зд Акимата, д. Пустое поле! ",130407,RI9C7D9,СОПС с.Тущыкудык,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(72931)41399,,44.739149,51.965462,dep,1,0,1,,
2937,"Мангистауская область, Мангистауский район, с. Шебир, ул. Койбас Кожантайс, д. Пустое поле! ",130410,R19D2K9,СОПС с.Шебир,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(729) 220-3874,,44.817256,52.091443,dep,0,0,1,,
2938,"Мангистауская область, Мангистауский район, с. Шайыр, ул. Центральная, д. 66 ",130409,RI9D0D1,СОПС с.Шайыр,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(72931)27537,,44.24244,51.816744,dep,0,0,1,,
2939,"Мангистауская область, Мангистауский район, с. Уштаганд. Пустое поле! ",130408,RI9A3A7,СОПС с.Уштаган,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(729) 314-3763,,43.826089,52.723127,dep,0,0,1,,
2940,"Мангистауская область, Мангистауская район, с. СайОтес, ул. Железнодорожная, д. б/н ",130406,R19C2Y4,СОПС Сай - Отес,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",,,44.325796,53.538609,dep,1,0,1,,
2941,"Мангистауская область, Мангистауский район, с. Кызанд. Пустое поле! ",130404,RI9B7A9,СОПС с.Кызан,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(729) 314-2049,,44.849466,52.647453,dep,0,0,1,,
2942,"Мангистауская область, Мангистауский район, с. Шетпе, ул. Центральная, д. 1 ",130400,R19A0A1,ЦОУ Мангистауского РУПС,"Понедельник -суббота  15:00-18:00, без перерыва, Воскресенье-Выходной",8(729) 312-1122,46,44.138817,52.160056,dep,1,0,1,,"{'mon_begin': '15:00', 'mon_end': '18:00', 'tue_begin': '15:00', 'tue_end': '18:00', 'wed_begin': '15:00', 'wed_end': '18:00', 'thu_begin': '15:00', 'thu_end': '18:00', 'fri_begin': '15:00', 'fri_end': '18:00', 'sat_begin': '15:00', 'sat_end': '18:00', 'sun_begin': '', 'sun_end': ''}"
2944,"Мангистауская область, Мунайлинский район, с. Мангыстау, ул. 14 квартал, д. 30/10 ",130600,,ЦОУ Мунайлинского РУПС,"Будни 09:00-18:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 220-3874,,43.691612,51.311295,dep,1,1,1,,
2945,"Мангистауская область, Мунайлинский район, с. Баянды, мкр. Самал, д. Пустое поле! ",130601,R22A0A1,СОПС с.Баянды,"Будни 09:00-17:00, перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 346-7207,,54.318595,67.470475,dep,1,0,1,,
2946,"Мангистауская область, Мунайлинский район, с. Баскудук, ул. Баскудук (Мобильный), д. Пустое поле! ",130600,,ППС с.Баскудук,"Будни 09:00-17:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(72938)22143,,43.703405,51.313543,dep,1,0,1,,
2947,"Мангистауская  область, Мунайлинский район, с. Болашак, ул. Женис, д. 327А ",130600,,ППС с.Болашак,"Будни 09:00-17:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(7292)420436,,43.661519,51.201637,dep,0,0,1,,
2948,"Мангистауская  область, Мунайлинский район, с. Даулет, ул. Здание общественных организаций, д. 4 ",130600,,ППС с.Даулет,"Будни 09:00-17:00, перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(7292)349866,,43.432186,51.423492,dep,1,0,1,,
2949,"Мангистауская  область, Мунайлинский район, с. Кызылтобе, ул. Ш.Валиханова, д. Пустое поле! ",130602,,СОПС с.Кызыл тобе,"Будни 09:00-18:00, без перерыва, Суббота 09:00-15:00, Воскресенье-Выходной",8(729) 244-1723,,43.693116,51.33776,dep,1,0,1,,
2954,"Мангистауская область, Каракиянский район, с. Куланды, ул. зд.Акимата, д. 54 ",130304,R16E2EO,СОПС с.Куланды,"Будни с 10-00 до 13-30, без перерыва, Суббота с 10-00 до 12-30, Воскресенье-Выходной",8(729) 377-1090,,43.290907,53.012402,dep,0,0,1,,
2955,"Мангистауская область, Каракиянский район, с. Сенек, ул. зд.Акимата, д. б/н ",130306,R16G6F6,СОПС с.Сенек,"Будни 09:00-17:00 Перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 373-1403,,43.363927,53.39266,dep,0,0,1,,
2956,"Мангистауская область, Тупкараганский район, г. Форт-Шевченко, ул. Мурын жырау, д. 1 ",130500,R2A5T5,ЦОУ Тупкараганский КОПС,"Будни 09:00-18:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(72938)22143,,44.507866,50.262996,dep,0,0,1,,
2957,"Кызылординская область, Казалинский район, с. Айтеке би, ул. Достык, д. 1  ",120495,N22H6A7,ППС с.Айтеке би,"Будни 09:00-16:30 Перерыв 12:00-15:00, Суббота 09:00-12:30, Воскресенье-Выходной",8(701) 112-2436,,45.848059,62.136379,dep,1,0,1,,
2958,"Мангистауская  область, Тупкараганский район, с. Баутино, ул. Дубского, д. 80",130502,R25B1Y5,СОПС с.Баутино,"Будни 09:00-17:00, перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(72938)24425,,44.544329,50.27243,dep,0,0,1,,
2959,"Мангистауская область, Тупкараганский район, с. Сайын, ул. Елубаева, д. зд. Водакачка ",130501,R25D2Y4,ППС с.Сайын,"Будни 09:00-17:00, Перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 383-1211,,43.852647,51.032938,dep,1,0,1,,
2960,"Мангистауская область, Тупкараганский район, с. Кызылозень, ул. Здание Акимата, д. Пустое поле! ",130504,R25E1D5,СОПС с.Кызыл-озен,"Будни 09:00-17:00,перерыв 13:00-14:00, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 382-3825,,44.455291,50.650678,dep,0,0,1,,
2961,"Мангистауская  область, Тупкараганский район, с. Акшукыр, ул. Кожашева, д. 10 ",130501,R25C0A7,СОПС с.Акшукыр,"Будни 09:00-18:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 382-3244,,43.778722,51.066932,dep,1,0,1,,
2962,"Кызылординская область, Казалинский район, с. Айтеке би, ул. Жанкожа батыра, д. 35  ",120494,N22K2H7,ПОПС с.Айтеке би,"Будни 09:00-18:00 Перерыв 12:00-13:00, Понедельник, Суббота, Воскресенье-Выходной",8(778) 608-2815,,45.838821,62.146378,dep,0,0,1,,
2963,"Мангистауская  область, Тупкараганский район, с. Таушык, ул. Тумен Балтабасулы, д. 327А ",130505,R25E6H8,СОПС с.Таушык,"Будни 09:00-17:00, без перерыва, Суббота 09:00-14:00, Воскресенье-Выходной",8(729) 384-4224,,44.343347,51.348685,dep,1,0,1,,
2965,"Северо-Казахстанская область, г. Петропавловск, ул. Медведева, д. 4 ",150001,T01D8T6,ГОПС-1 г.Петропавловск,"понедельника по пятницу с 09:00 до 18:00 с перерывом на обед с 13:00 до 14:00, суббота и воскресенье выходной",8(7152)374961,,54.858292,69.171091,dep,1,0,1,,
2966,"Северо-Казахстанская область, г. Петропавловск, ул. Ухабова, д. 9 ",150002,T01P9F3,ГОПС-2 г.Петропавловск,"С понедельника по пятницу с 09:00 до 18:00, суббота 09:00-13:00 и воскресенье выходной",8(715) 239-9573,,54.87053,69.203597,dep,1,0,1,,
2967,"Жамбылская  область, Жуалынский район, с. Б.Момышулы, ул. Рысбек батыра, д. 100А",080300,H16C9Y1,ЦОУ Жуалинского РУПС,"Пн-пт: с 09:00 до 17:00/без перерыва, субб: 09:00-14:00/без перерыва, воскресенье-выходной",8(72635)21457,,42.614299,70.76878,dep,1,1,1,,
2983,"Жамбылская область, Жуалынский район, с. Кызыларык, ул. Тастандиева, д. 22",887240,H16H0G8,ППС с.Сурум,"Будни 10:00-13:00 Без.перерыва, Суббота, Воскресенье-Выходной",8(72635)20088,,42.65235,70.975946,dep,0,0,1,,
2995,"Жамбылская область, Рыскуловский район, с. Кулан, ул. Жибек жолы, д. 85",080900,H34G0D5,ЦОУ Т.Рыскулова РУПС,"Пн-пт: с 09:00 до 17:00/без перерыва, субб: 09:00-14:00/без перерыва, воскресенье-выходной",8(72634)63460,,42.908589,72.707802,dep,1,1,1,,
2996,"Жамбылская область, Байзакский район, с. Кенес, ул. Науатова, д. 14",080108,H10E3Y2,СОПС с.Кенес,"Будни 11:00-15:00 без перерыва, Суббота, Воскресенье-Выходной",8(72637)50793,,43.223167,71.371382,dep,0,0,1,,
2998,"Жамбылская область, Байзакский район, с. Коктал, ул. Мина, д. 24",080110,,СОПС с.Коктал,"Будни 09:30-13:30, Суббота, Воскресенье-Выходной",8(654) 643-2134,,43.471018,71.72476,dep,0,0,1,,
2999,"Жамбылская  область, Байзакский район, с. Мадимар, ул. Колдасова",080119,,СОПС с.Мадимар,"Будни 11:00-15:00 без перерыва, Суббота, Воскресенье-Выходной",8(72637)51481,,43.169406,71.468071,dep,0,0,1,,
3000,"Жамбылская область, Байзакский район, с. Ульгили, ул. Сарыозек, д. 7",080118,,СОПС Үлгілі,"Будни 09:00-13:00 без перерыва, Суббота, Воскресенье-Выходной",,,42.990037,71.473416,dep,0,0,1,,
3001,"Жамбылская область, Байзакский район, с. Туймекент, ул. Нахманович, д. 44",080117,H10X1D0,СОПС с.Туймекент,"Будни 10:00-16:00 Перерыв 13:00-14:00, Суббота, Воскресенье-Выходной",8(726) 372-9586,,43.134084,71.631446,dep,1,0,1,,
3002,"Жамбылская область, Байзакский район, с. Тегистик, ул. Сарыбарак, д. 16",080116,,СОПС с.Тегистик,"Будни 11:00-15:00, Суббота, Воскресенье-Выходной",,,43.471018,71.72476,dep,0,0,1,,
3003,"Жамбылская  область, Байзакский район, с. Талас, ул. Таласская, д. 44",080115,H10F4Y9,СОПС с.Талас,"Будни 11:00-16:00 перерыв 14:00-15:00, Суббота, Воскресенье-Выходной",,,43.471018,71.72476,dep,0,0,1,,
3004,"Костанайская область, Сарыкольский район, пос. Сарыколь, ул. В.Ленина, д. 80 ",111600,P55A6Y0,ЦОУ Сарыкольского РУПС,"Будни 09:00-18:00, Суббота 09:00-14:00, без перерыва, Воскресенье-Выходной",8(71451)21257,499,53.317142,65.535843,dep,1,0,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
3005,"Жамбылская область, Шуский район, с. Толе би, ул. Толе би, д. 270",081199,H37M2A7,Шуский РУПС,"Пн-пт: с 09:00 до 17:00/без перерырва, субб: 10:00-14:00/без перерыва, воскресенье-выходной",8(72638)31074,195,43.674157,73.762483,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '17:00', 'tue_begin': '09:00', 'tue_end': '17:00', 'wed_begin': '09:00', 'wed_end': '17:00', 'thu_begin': '09:00', 'thu_end': '17:00', 'fri_begin': '09:00', 'fri_end': '17:00', 'sat_begin': '10:00', 'sat_end': '14:00', 'sun_begin': '', 'sun_end': ''}"
3007,"Северо-Казахстанская область, г. Петропавловск, ул. Островского, д. 50 ",150003,T01X3E5,ГОПС-3 г.Петропавловск,"Пн-Пт 09.00-18:00, без перерыва, суббота 09.00-13.00, воскресенье - выходной",8(715) 239-7874,,54.854557,69.170526,dep,1,0,1,,
3011,"Восточно-Казахстанская область, Уржарский район, с. Карабута, ул. Абая, д. 39 ",071714,F60F7E7,СОПС с.Карабута,"Вторник - суббота 09:00-16:20 Перерыв 13:00-14:00, понедельник, Воскресенье-Выходной",8(722) 303-5073,,46.657114,82.728668,dep,1,0,1,,
3012,"Северо-Казахстанская область, г. Петропавловск, ул. Жабаева, д. 142 ",150007,T01T2E7,ГОПС-7 г.Петропавловск,"С понедельника по пятницу с 09:00 до 18:00 с перерывом на обед с 13:00 до 14:00, суббота и воскресенье выходной.",8(715) 239-5837,,54.865823,69.124945,dep,1,1,1,,
3014,"Северо-Казахстанская область, г. Петропавловск, ул. Н.Назарбаева, д. 205 ",150009,T01M2B0,ГОПС-9 г.Петропавловск,"с понедельника по пятницу с 09:00 до 18:00 с перерывом на обед с 13:00 до 14:00, суббота и воскресенье выходной",8(715) 251-9073,,54.895732,69.146812,dep,1,0,1,,
3015,"Северо-Казахстанская область, г. Петропавловск, ул. Гоголя, д. 14 ",150010,T01C7T9,ГОПС-10 г.Петропавловск,"Пн-Пт 09.00-18:00, без перерыва, суббота 09.00-13.00, воскресенье - выходной",8(715) 233-5206,180,54.86102,69.151104,dep,1,1,1,,"{'mon_begin': '09:00', 'mon_end': '18:00', 'tue_begin': '09:00', 'tue_end': '18:00', 'wed_begin': '09:00', 'wed_end': '18:00', 'thu_begin': '09:00', 'thu_end': '18:00', 'fri_begin': '09:00', 'fri_end': '18:00', 'sat_begin': '09:00', 'sat_end': '13:00', 'sun_begin': '', 'sun_end': ''}"
3017,"Жамбылская область, Мойынкумский район, с. Мойынкум, ул. Амангельды, д. 149",080699,H25C2A0,ЦОУ Мойынкумского РУПС,"Пн-пт: с 09:00 до 17:00/без перерыва, субб: 09:00-14:00/без перерыва, воскресенье-выходной",8(72642)24102,,44.284773,72.943263,dep,1,1,1,,
3018,"Северо-Казахстанская  область, г. Петропавловск, ул. Хименко, д. 1 ",150012,T01X6A6,ГОПС-12 г.Петропавловск,"понедельника по пятницу с 09:00 до 18:00 с перерывом на обед с 13:00 до 14:00, суббота и воскресенье выходной",8(7152)475648,,54.906094,69.134436,dep,1,0,1,,
3019,"Северо-Казахстанская область, г. Петропавловск, ул. Н.Назарбаева, д. 327 ",150013,T01M2P4,ГОПС-13 г.Петропавловск,"Пн-Пт 09.00-18:00, перерыв 13:00-14:00, суббота, воскресенье - выходной",8(715) 247-4481,,54.905385,69.146998,dep,0,0,1,,
3020,"Алматинская область, Аксуский район, с. Арасан, ул. Маметова, д. б/н ",040104,,СОПС Арасан,"Будни 09:00-16:00, Перерыв 13:00-14:00, Суббота 10:00-13:30, без перерыва, Воскресенье-Выходной",8(728) 322-0163,,45.27426,79.351797,dep,1,0,1,,
3021,"Алматинская область, пос. Заречный, ул. Акбулак, д. 21",040003,B00P7X1,ГОПС-3 г.Талдыкорган,"Пн-Пт 10:00-13:00, Сб 10:00-14:00 без перерыва. Выходной- воскресень",8(7282)233985,,44.991401,78.396683,dep,0,0,1,,
3022,"Алматинская область, пос. Отенай, ул. Абжалиева, д. 34",040002,B00X9D5,ГОПС-2 г.Талдыкорган,"Пн-Пт 10:00-17:00, Сб 10:00-14:00 без перерыва. Выходной- воскресень",8(7282)229558,,45.006768,78.318372,dep,1,0,1,,
